id,application_date,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan,avg_loan_amnt,loan_frequency
2925548,2024-02-13 04:59:17.213,-3,1008000000.0,113,268696342.85714287,1.5647184822521418
2925549,2024-02-13 04:59:36.393,-3,-1.0,-3,-1.0,-1.0
2925550,2024-02-13 04:59:47.582,-3,1008000000.0,113,268696342.85714287,1.5647184822521418
2925551,2024-02-13 04:59:53.736,1,-3.0,309,0.0,-3.0
2925552,2024-02-13 04:59:47.582,-3,1008000000.0,113,268696342.85714287,1.5647184822521418
2925553,2024-02-13 04:59:53.736,1,-3.0,309,0.0,-3.0
2925554,2024-02-13 05:01:23.897,-3,-1.0,-3,-1.0,-1.0
2925555,2024-02-13 05:01:31.328,-3,-1.0,-3,-1.0,-1.0
2925556,2024-02-13 05:01:55.312,-3,-1.0,-3,-1.0,-1.0
2925557,2024-02-13 05:02:01.798,-3,-1.0,-3,-1.0,-1.0
2925558,2024-02-13 05:02:02.608,1,-3.0,-3,-1.0,-1.0
2925559,2024-02-13 05:02:07.174,-3,-1.0,-3,-1.0,-1.0
2925560,2024-02-13 05:01:55.312,-3,-1.0,-3,-1.0,-1.0
2925561,2024-02-13 05:02:13.343,-3,-1.0,-3,-1.0,-1.0
2925562,2024-02-13 05:02:02.608,1,-3.0,-3,-1.0,-1.0
2925563,2024-02-13 05:02:17.847,-3,-1.0,-3,-1.0,-1.0
2925564,2024-02-13 05:02:28.787,1,-3.0,-3,-1.0,-1.0
2925565,2024-02-13 05:02:35.270,-3,-1.0,-3,-1.0,-1.0
2925566,2024-02-13 05:02:28.787,1,-3.0,-3,-1.0,-1.0
2925567,2024-02-13 05:02:35.270,-3,-1.0,-3,-1.0,-1.0
2925568,2024-02-13 05:05:04.543,-3,-1.0,-3,-1.0,-1.0
2925569,2024-02-13 05:05:19.424,-3,-1.0,-3,-1.0,-1.0
2925570,2024-02-13 05:05:25.573,3,3225259367.0,173,1075086455.6666667,0.5437965260545906
2925571,2024-02-13 05:05:25.573,3,3225259367.0,173,1075086455.6666667,0.5437965260545906
2925572,2024-02-13 05:06:00.977,-3,364000000.0,34,319692750.0,1.1018099547511313
2925573,2024-02-13 05:06:01.847,-3,-1.0,-3,-1.0,-1.0
2925574,2024-02-13 05:06:05.528,-3,-1.0,-3,-1.0,-1.0
2925575,2024-02-13 05:06:00.977,-3,364000000.0,34,319692750.0,1.1018099547511313
2925576,2024-02-13 05:06:16.410,-3,-1.0,-3,-1.0,-1.0
2925577,2024-02-13 05:06:37.581,-3,364000000.0,34,319692750.0,1.1018099547511313
2925578,2024-02-13 05:06:37.581,-3,364000000.0,34,319692750.0,1.1018099547511313
2925579,2024-02-13 05:07:07.203,-3,-1.0,-3,-1.0,-1.0
2925580,2024-02-13 05:07:10.082,-3,-1.0,-3,-1.0,-1.0
2925581,2024-02-13 05:07:30.791,-3,-1.0,-3,-1.0,-1.0
2925582,2024-02-13 05:07:41.594,9,11528774954.0,309,11528774954.0,-3.0
2925583,2024-02-13 05:07:48.546,-3,-3.0,71,1427026150.0,16.602272727272727
2925584,2024-02-13 05:07:50.628,-3,-1.0,-3,-1.0,-1.0
2925585,2024-02-13 05:07:41.594,9,11528774954.0,309,11528774954.0,-3.0
2925586,2024-02-13 05:07:48.546,-3,-3.0,71,1427026150.0,16.602272727272727
2925587,2024-02-13 05:08:22.709,-3,-1.0,-3,-1.0,-1.0
2925588,2024-02-13 05:08:31.931,2,-3.0,934,0.0,1.0188284518828452
2925589,2024-02-13 05:08:33.106,-3,-1.0,-3,-1.0,-1.0
2925590,2024-02-13 05:08:31.931,2,-3.0,934,0.0,1.0188284518828452
2925591,2024-02-13 05:08:44.817,-3,-1.0,-3,-1.0,-1.0
2925592,2024-02-13 05:08:45.807,-3,-1.0,-3,-1.0,-1.0
2925593,2024-02-13 05:08:57.660,2,-3.0,934,0.0,1.0188284518828452
2925594,2024-02-13 05:08:59.148,-3,-1.0,-3,-1.0,-1.0
2925595,2024-02-13 05:08:57.660,2,-3.0,934,0.0,1.0188284518828452
2925596,2024-02-13 05:09:13.171,-3,-1.0,-3,-1.0,-1.0
2925597,2024-02-13 05:09:17.713,-3,456374022.0,186,163624674.0,3.006172839506173
2925598,2024-02-13 05:09:24.496,-3,-1.0,-3,-1.0,-1.0
2925599,2024-02-13 05:09:34.385,-3,-1.0,-3,-1.0,-1.0
2925600,2024-02-13 05:09:17.713,-3,456374022.0,186,163624674.0,3.006172839506173
2925601,2024-02-13 05:09:36.109,-3,-1.0,-3,-1.0,-1.0
2925602,2024-02-13 05:08:22.709,-3,-1.0,-3,-1.0,-1.0
2925603,2024-02-13 05:09:58.388,-3,456374022.0,186,163624674.0,3.006172839506173
2925604,2024-02-13 05:09:59.448,-3,-1.0,-3,-1.0,-1.0
2925605,2024-02-13 05:10:05.943,-3,11013249426.0,54,1101694542.6,7.305000000000001
2925606,2024-02-13 05:09:58.388,-3,456374022.0,186,163624674.0,3.006172839506173
2925607,2024-02-13 05:10:05.943,-3,11013249426.0,54,1101694542.6,7.305000000000001
2925608,2024-02-13 05:10:40.902,-3,-1.0,-3,-1.0,-1.0
2925609,2024-02-13 05:10:47.002,-3,-1.0,-3,-1.0,-1.0
2925610,2024-02-13 05:10:40.902,-3,-1.0,-3,-1.0,-1.0
2925611,2024-02-13 05:10:58.163,-3,-1.0,-3,-1.0,-1.0
2925612,2024-02-13 05:11:20.316,-3,-1.0,-3,-1.0,-1.0
2925613,2024-02-13 05:11:20.316,-3,-1.0,-3,-1.0,-1.0
2925614,2024-02-13 05:13:39.766,-3,-1.0,-3,-1.0,-1.0
2925615,2024-02-13 05:14:21.241,2,-3.0,-3,-1.0,-1.0
2925616,2024-02-13 05:14:27.978,-3,-1.0,-3,-1.0,-1.0
2925617,2024-02-13 05:14:21.241,2,-3.0,-3,-1.0,-1.0
2925618,2024-02-13 05:14:38.642,-3,-1.0,-3,-1.0,-1.0
2925619,2024-02-13 05:14:49.380,2,-3.0,-3,-1.0,-1.0
2925620,2024-02-13 05:14:49.380,2,-3.0,-3,-1.0,-1.0
2925621,2024-02-13 05:15:24.782,-3,-1.0,-3,-1.0,-1.0
2925622,2024-02-13 05:15:45.322,-3,-1.0,-3,-1.0,-1.0
2925623,2024-02-13 05:15:56.390,1,-3.0,-3,-1.0,-1.0
2925624,2024-02-13 05:16:01.522,-3,-1.0,-3,-1.0,-1.0
2925625,2024-02-13 05:15:56.390,1,-3.0,-3,-1.0,-1.0
2925626,2024-02-13 05:16:12.825,-3,-1.0,-3,-1.0,-1.0
2925627,2024-02-13 05:16:16.917,-3,333333500.0,236,119138866.66666667,1.2891176470588235
2925628,2024-02-13 05:16:22.952,1,-3.0,-3,-1.0,-1.0
2925629,2024-02-13 05:16:16.917,-3,333333500.0,236,119138866.66666667,1.2891176470588235
2925630,2024-02-13 05:16:22.952,1,-3.0,-3,-1.0,-1.0
2925631,2024-02-13 05:16:39.544,-3,-1.0,-3,-1.0,-1.0
2925632,2024-02-13 05:17:20.966,-3,-1.0,-3,-1.0,-1.0
2925633,2024-02-13 05:17:26.425,-3,-1.0,-3,-1.0,-1.0
2925634,2024-02-13 05:17:20.966,-3,-1.0,-3,-1.0,-1.0
2925635,2024-02-13 05:17:37.288,-3,-1.0,-3,-1.0,-1.0
2925636,2024-02-13 05:17:48.255,-3,-1.0,-3,-1.0,-1.0
2925637,2024-02-13 05:17:48.906,-3,-1.0,-3,-1.0,-1.0
2925638,2024-02-13 05:17:49.143,-3,-1.0,-3,-1.0,-1.0
2925639,2024-02-13 05:17:48.255,-3,-1.0,-3,-1.0,-1.0
2925640,2024-02-13 05:18:20.297,7,-3.0,13,-1.0,-3.0
2925641,2024-02-13 05:18:24.802,-3,-1.0,-3,-1.0,-1.0
2925642,2024-02-13 05:18:25.777,-3,-1.0,-3,-1.0,-1.0
2925643,2024-02-13 05:18:31.076,-3,591134623.0,177,118322437.16666667,0.9007398273736128
2925644,2024-02-13 05:18:20.297,7,-3.0,13,-1.0,-3.0
2925645,2024-02-13 05:18:36.051,-3,-1.0,-3,-1.0,-1.0
2925646,2024-02-13 05:18:38.060,-3,-1.0,-3,-1.0,-1.0
2925647,2024-02-13 05:18:31.076,-3,591134623.0,177,118322437.16666667,0.9007398273736128
2925648,2024-02-13 05:18:49.577,-3,-1.0,-3,-1.0,-1.0
2925649,2024-02-13 05:18:50.196,-3,-1.0,-3,-1.0,-1.0
2925650,2024-02-13 05:18:57.176,1,3369374993.0,50,1691202163.5,1.1595238095238094
2925651,2024-02-13 05:18:58.229,7,-3.0,13,-1.0,-3.0
2925652,2024-02-13 05:18:58.630,-3,-1.0,-3,-1.0,-1.0
2925653,2024-02-13 05:19:03.547,-3,591134623.0,177,118322437.16666667,0.9007398273736128
2925654,2024-02-13 05:18:57.176,1,3369374993.0,50,1691202163.5,1.1595238095238094
2925655,2024-02-13 05:18:58.229,7,-3.0,13,-1.0,-3.0
2925656,2024-02-13 05:19:10.014,-3,-1.0,-3,-1.0,-1.0
2925657,2024-02-13 05:19:03.547,-3,591134623.0,177,118322437.16666667,0.9007398273736128
2925658,2024-02-13 05:19:20.620,-3,-1.0,-3,-1.0,-1.0
2925659,2024-02-13 05:19:20.692,1,3369374993.0,50,1691202163.5,1.1595238095238094
2925660,2024-02-13 05:19:20.692,1,3369374993.0,50,1691202163.5,1.1595238095238094
2925661,2024-02-13 05:19:31.785,-3,1947640089.0,15,236618876.55555555,5.880590339892666
2925662,2024-02-13 05:19:31.785,-3,1947640089.0,15,236618876.55555555,5.880590339892666
2925663,2024-02-13 05:19:55.544,-3,-1.0,-3,-1.0,-1.0
2925664,2024-02-13 05:20:12.437,2,-3.0,4,11629629.629629629,4.9039035305817995
2925665,2024-02-13 05:20:22.589,-3,-1.0,-3,-1.0,-1.0
2925666,2024-02-13 05:20:27.076,-3,-3.0,370,0.0,0.5014874141876431
2925667,2024-02-13 05:20:32.133,-3,-1.0,-3,-1.0,-1.0
2925668,2024-02-13 05:20:12.437,2,-3.0,4,11629629.629629629,4.9039035305817995
2925669,2024-02-13 05:20:38.749,-3,-1.0,-3,-1.0,-1.0
2925670,2024-02-13 05:20:27.076,-3,-3.0,370,0.0,0.5014874141876431
2925671,2024-02-13 05:20:44.029,-3,-1.0,-3,-1.0,-1.0
2925672,2024-02-13 05:20:50.336,2,-3.0,4,11629629.629629629,4.9039035305817995
2925673,2024-02-13 05:20:57.585,-3,-3.0,370,0.0,0.5014874141876431
2925674,2024-02-13 05:20:59.942,-3,-1.0,-3,-1.0,-1.0
